date,LAI,tmmx,tmmn,pr,srad,vpd,sph,vs,lat,lon
2000-02-18,0.10000000000000002,278.6,264.1875,1.75,118.0,0.28250000000000003,0.0024187500000000003,3.125,48.900000000000006,-100.76666663333334
2000-02-26,0.11961830305494998,281.5625,269.17499999999995,0.5125000000000001,141.225,0.30375,0.00314875,4.225,48.900000000000006,-100.76666663333334
2000-03-05,0.10000000000000002,278.75,266.78749999999997,0.1375,159.63750000000002,0.3225,0.0026550000000000002,3.5250000000000004,48.900000000000006,-100.76666663333334
2000-03-13,0.19915707319875905,276.1625,265.26250000000005,0.36250000000000004,154.03750000000002,0.27125,0.0020450000000000004,4.2875000000000005,48.900000000000006,-100.76666663333334
2000-03-21,0.20000000000000004,284.15,270.475,1.5875000000000001,203.4,0.44375000000000003,0.0031375,5.3500000000000005,48.900000000000006,-100.76666663333334
2000-03-29,0.20000000000000004,283.76250000000005,271.8625,1.25,147.80000000000004,0.4325,0.0032187500000000007,4.9375,48.900000000000006,-100.76666663333334
2000-04-06,0.20000000000000004,280.125,268.9125,1.5375000000000003,163.26250000000005,0.30499999999999994,0.0027625,3.7750000000000004,48.900000000000006,-100.76666663333334
2000-04-14,0.20000000000000004,282.625,267.1125,0.21250000000000002,250.04999999999998,0.46875,0.00279,3.3,48.900000000000006,-100.76666663333334
2000-04-22,0.220461229856191,292.5625,277.06249999999994,0.625,245.38750000000005,0.8075,0.00472,4.0875,48.900000000000006,-100.76666663333334
2000-04-30,0.30084292680124103,296.6875,280.65000000000003,1.4125,252.4,1.1137500000000002,0.005727500000000001,3.7249999999999996,48.900000000000006,-100.76666663333334
2000-05-08,0.48038169694505,287.6875,275.59999999999997,6.550000000000001,211.68750000000003,0.48624999999999996,0.0047550000000000005,4.575000000000001,48.900000000000006,-100.76666663333334
2000-05-16,0.6000000000000002,294.26250000000005,279.275,0.037500000000000006,260.2875,0.8775,0.0057037500000000005,3.5625000000000004,48.900000000000006,-100.76666663333334
2000-05-24,0.8041196292068726,293.2625,279.25,2.0250000000000004,256.375,0.7450000000000001,0.0059825,4.7875000000000005,48.900000000000006,-100.76666663333334
2000-06-01,1.1664738719001226,294.4375,280.78749999999997,3.1625,252.26250000000002,0.7537499999999999,0.0070862500000000005,3.5125,48.900000000000006,-100.76666663333334
2000-06-09,1.6623542426932498,293.55,282.175,6.2375,233.47500000000002,0.51375,0.008515000000000002,4.45,48.900000000000006,-100.76666663333334
2000-06-17,2.132905832421405,295.7,282.825,1.7625000000000002,265.2375,0.7662499999999999,0.00796375,4.225,48.900000000000006,-100.76666663333334
2000-06-25,2.954957911080746,296.59999999999997,283.75,1.6375,265.0625,0.8562500000000001,0.00826375,3.825,48.900000000000006,-100.76666663333334
2000-07-03,3.899465419266124,299.3875,288.125,5.7875,295.83750000000003,0.6075,0.01263125,3.3000000000000003,48.900000000000006,-100.76666663333334
2000-07-11,4.101495844003819,299.1625,286.225,0.8250000000000001,304.7875,0.8225000000000001,0.010963750000000001,3.775,48.900000000000006,-100.76666663333334
2000-07-19,4.273071080277142,298.5125,286.375,0.9875,262.52500000000003,0.93625,0.00960125,3.0,48.900000000000006,-100.76666663333334
2000-07-27,3.2909178147850144,303.9375,289.0375,2.6500000000000004,285.6375,1.4175,0.0112875,3.9000000000000004,48.900000000000006,-100.76666663333334
2000-08-04,2.1958803707931276,300.57500000000005,287.3125,4.737500000000001,244.66250000000002,0.8612500000000001,0.0118125,4.0125,48.900000000000006,-100.76666663333334
2000-08-12,1.5825928414266726,296.7125,283.6,2.1125,237.72500000000002,0.70125,0.009065,4.525,48.900000000000006,-100.76666663333334
2000-08-20,1.1392366061099,300.77500000000003,285.16249999999997,0.675,237.87500000000003,1.18375,0.009065,3.9499999999999997,48.900000000000006,-100.76666663333334
2000-08-28,0.9204612298561909,292.9875,279.71250000000003,1.9875,190.0,0.49000000000000005,0.00755875,4.8374999999999995,48.900000000000006,-100.76666663333334
2000-09-05,0.7237379322618226,295.5375,281.425,2.2875,191.3,0.8225,0.007183750000000001,4.7875,48.900000000000006,-100.76666663333334
2000-09-13,0.7000000000000001,293.925,280.46250000000003,0.925,160.13750000000002,0.8737499999999999,0.006083750000000001,4.125000000000001,48.900000000000006,-100.76666663333334
2000-09-21,0.5237379322618226,287.85,275.2875,0.1875,144.58750000000003,0.5750000000000001,0.00441625,3.4125,48.900000000000006,-100.76666663333334
2000-09-29,0.4237379322618226,285.5625,273.725,0.6125,133.1125,0.6625000000000001,0.0032625000000000006,4.050000000000001,48.900000000000006,-100.76666663333334
2000-10-07,0.4000000000000001,286.8125,270.03749999999997,0.6375000000000001,134.3375,0.53625,0.0034537500000000002,3.3000000000000003,48.900000000000006,-100.76666663333334
2000-10-15,0.3000000000000001,290.7,274.54999999999995,0.0,116.40000000000002,0.7375,0.0040525000000000005,4.012500000000001,48.900000000000006,-100.76666663333334
2000-10-23,0.2991570731987591,287.03749999999997,274.1625,1.8875000000000002,88.0,0.3125,0.00546125,4.550000000000001,48.900000000000006,-100.76666663333334
2000-10-31,0.12373793226182259,278.84999999999997,271.17499999999995,6.575000000000001,55.87500000000001,0.18500000000000003,0.0037,6.012500000000001,48.900000000000006,-100.76666663333334
2000-11-08,0.10000000000000002,267.58750000000003,259.2125,0.55,61.5625,0.07,0.00157375,3.1875,48.900000000000006,-100.76666663333334
2000-11-16,0.10000000000000002,267.3,256.2875,0.1375,59.5875,0.06875,0.00142,3.4500000000000006,48.900000000000006,-100.76666663333334
2000-11-24,0.0,268.07500000000005,259.3875,0.675,61.425000000000004,0.05875,0.0016950000000000001,2.9625000000000004,48.900000000000006,-100.76666663333334
2000-12-02,0.0,266.475,253.325,0.7125,58.3875,0.0675,0.00125625,4.050000000000001,48.900000000000006,-100.76666663333334
2000-12-10,0.0,254.5375,244.35,0.275,58.150000000000006,0.0325,0.00043875,3.45,48.900000000000006,-100.76666663333334
2000-12-18,0.0,255.47500000000002,245.0,0.35,54.9125,0.03375,0.0005,3.5375000000000005,48.900000000000006,-100.76666663333334
2000-12-26,0.0,260.40000000000003,251.33333333333334,1.3166666666666667,55.00000000000001,0.06,0.0007666666666666668,2.6166666666666667,48.900000000000006,-100.76666663333334
2001-01-01,0.0,269.5125,258.0375,0.0,60.0125,0.12000000000000001,0.00157625,3.6125000000000003,48.900000000000006,-100.76666663333334
